"","x"
"6458","contig_8341"
"6459","contig_8349"
"6460","contig_8350"
"6461","contig_8351"
"6462","contig_8356"
"6463","contig_8358"
"6464","contig_8361"
"6465","contig_8362"
"6466","contig_8364"
"6467","contig_837"
"6468","contig_8371"
"6469","contig_8375"
"6470","contig_8382"
"6471","contig_8386"
"6472","contig_8387"
"6473","contig_8392"
"6474","contig_8393"
"6475","contig_8396"
"6476","contig_8399"
"6477","contig_8400"
"6478","contig_8404"
"6479","contig_8411"
"6480","contig_8416"
"6481","contig_8418"
"6482","contig_8431"
"6483","contig_8432"
"6484","contig_8433"
"6485","contig_8442"
"6486","contig_8445"
"6487","contig_8447"
"6488","contig_8451"
"6489","contig_8455"
"6490","contig_8459"
"6491","contig_8460"
"6492","contig_8469"
"6493","contig_8470"
"6494","contig_8475"
"6495","contig_8483"
"6496","contig_8485"
"6497","contig_8490"
"6498","contig_8495"
"6499","contig_8496"
"6500","contig_8501"
"6501","contig_8505"
"6502","contig_8512"
"6503","contig_8518"
"6504","contig_8520"
"6505","contig_8534"
"6506","contig_8537"
"6507","contig_8540"
"6508","contig_8542"
"6509","contig_8554"
"6510","contig_8555"
"6511","contig_8577"
"6512","contig_8581"
"6513","contig_8583"
"6514","contig_8585"
"6515","contig_8589"
"6516","contig_8592"
"6517","contig_86"
"6518","contig_8637"
"6519","contig_8645"
"6520","contig_8649"
"6521","contig_8652"
"6522","contig_8656"
"6523","contig_8658"
"6524","contig_8662"
"6525","contig_8672"
"6526","contig_8680"
"6527","contig_8681"
"6528","contig_8686"
"6529","contig_8688"
"6530","contig_8689"
"6531","contig_8697"
"6532","contig_8700"
"6533","contig_8704"
"6534","contig_8714"
"6535","contig_8719"
"6536","contig_8723"
"6537","contig_8724"
"6538","contig_873"
"6539","contig_8733"
"6540","contig_8737"
"6541","contig_8740"
"6542","contig_8741"
"6543","contig_8742"
"6544","contig_8743"
"6545","contig_8745"
"6546","contig_8749"
"6547","contig_8750"
"6548","contig_8758"
"6549","contig_8773"
"6550","contig_8775"
"6551","contig_8776"
"6552","contig_8779"
"6553","contig_8789"
"6554","contig_8791"
"6555","contig_8793"
"6556","contig_8797"
"6557","contig_8798"
"6558","contig_8799"
"6559","contig_8801"
"6560","contig_8808"
"6561","contig_8812"
"6562","contig_8814"
"6563","contig_8815"
"6564","contig_8819"
"6565","contig_8820"
"6566","contig_8825"
"6567","contig_8828"
"6568","contig_883"
"6569","contig_8832"
"6570","contig_8845"
"6571","contig_8846"
"6572","contig_885"
"6573","contig_8854"
"6574","contig_8856"
"6575","contig_8863"
"6576","contig_8865"
"6577","contig_8867"
"6578","contig_8869"
"6579","contig_8878"
"6580","contig_8879"
"6581","contig_8882"
"6582","contig_8886"
"6583","contig_8887"
"6584","contig_8911"
"6585","contig_8912"
"6586","contig_8917"
"6587","contig_892"
"6588","contig_8920"
"6589","contig_8922"
"6590","contig_8926"
"6591","contig_8931"
"6592","contig_8933"
"6593","contig_8940"
"6594","contig_8942"
"6595","contig_8943"
"6596","contig_8945"
"6597","contig_8949"
"6598","contig_8950"
"6599","contig_8951"
"6600","contig_8953"
"6601","contig_8954"
"6602","contig_8955"
"6603","contig_8956"
"6604","contig_8962"
"6605","contig_8964"
"6606","contig_8967"
"6607","contig_8970"
"6608","contig_8973"
"6609","contig_898"
"6610","contig_8981"
"6611","contig_8982"
"6612","contig_8986"
"6613","contig_8987"
"6614","contig_8995"
"6615","contig_8996"
"6616","contig_8998"
"6617","contig_9005"
"6618","contig_9013"
"6619","contig_9014"
"6620","contig_9016"
"6621","contig_9019"
"6622","contig_9020"
"6623","contig_903"
"6624","contig_9038"
"6625","contig_905"
"6626","contig_9052"
"6627","contig_9054"
"6628","contig_9059"
"6629","contig_9060"
"6630","contig_9061"
"6631","contig_9062"
"6632","contig_9069"
"6633","contig_9075"
"6634","contig_9077"
"6635","contig_908"
"6636","contig_9081"
"6637","contig_9082"
"6638","contig_9087"
"6639","contig_9089"
"6640","contig_9091"
"6641","contig_9095"
"6642","contig_9099"
"6643","contig_9101"
"6644","contig_9102"
"6645","contig_9104"
"6646","contig_9105"
"6647","contig_9109"
"6648","contig_9115"
"6649","contig_912"
"6650","contig_9120"
"6651","contig_9123"
"6652","contig_9124"
"6653","contig_9130"
"6654","contig_9132"
"6655","contig_9133"
"6656","contig_9135"
"6657","contig_9137"
"6658","contig_9138"
"6659","contig_9142"
"6660","contig_9145"
"6661","contig_915"
"6662","contig_9154"
"6663","contig_9159"
"6664","contig_9162"
"6665","contig_9163"
"6666","contig_9170"
"6667","contig_9171"
"6668","contig_9173"
"6669","contig_918"
"6670","contig_9188"
"6671","contig_9189"
"6672","contig_9191"
"6673","contig_9198"
"6674","contig_92"
"6675","contig_9202"
"6676","contig_9204"
"6677","contig_9211"
"6678","contig_9219"
"6679","contig_9223"
"6680","contig_9224"
"6681","contig_9225"
"6682","contig_9226"
"6683","contig_9227"
"6684","contig_9229"
"6685","contig_9230"
"6686","contig_9231"
"6687","contig_9233"
"6688","contig_9236"
"6689","contig_9243"
"6690","contig_9247"
"6691","contig_9250"
"6692","contig_9252"
"6693","contig_9255"
"6694","contig_9259"
"6695","contig_926"
"6696","contig_9260"
"6697","contig_9261"
"6698","contig_9265"
"6699","contig_9266"
"6700","contig_9268"
"6701","contig_9273"
"6702","contig_9279"
"6703","contig_9286"
"6704","contig_9288"
"6705","contig_9291"
"6706","contig_9292"
"6707","contig_9293"
"6708","contig_9295"
"6709","contig_9306"
"6710","contig_9307"
"6711","contig_9313"
"6712","contig_9315"
"6713","contig_9318"
"6714","contig_9319"
"6715","contig_9322"
"6716","contig_9323"
"6717","contig_9324"
"6718","contig_9325"
"6719","contig_9326"
"6720","contig_9331"
"6721","contig_9333"
"6722","contig_9336"
"6723","contig_9350"
"6724","contig_9360"
"6725","contig_9364"
"6726","contig_9371"
"6727","contig_9375"
"6728","contig_9384"
"6729","contig_9385"
"6730","contig_9386"
"6731","contig_939"
"6732","contig_9391"
"6733","contig_9404"
"6734","contig_941"
"6735","contig_9413"
"6736","contig_9415"
"6737","contig_9417"
"6738","contig_9422"
"6739","contig_9427"
"6740","contig_9431"
"6741","contig_9437"
"6742","contig_9446"
"6743","contig_9449"
"6744","contig_9457"
"6745","contig_9459"
"6746","contig_9460"
"6747","contig_9467"
"6748","contig_9471"
"6749","contig_9472"
"6750","contig_9476"
"6751","contig_9478"
"6752","contig_9479"
"6753","contig_9482"
"6754","contig_9483"
"6755","contig_9486"
"6756","contig_9489"
"6757","contig_949"
"6758","contig_9496"
"6759","contig_9499"
"6760","contig_9501"
"6761","contig_951"
"6762","contig_9515"
"6763","contig_9518"
"6764","contig_9519"
"6765","contig_9522"
"6766","contig_9523"
"6767","contig_9526"
"6768","contig_9532"
"6769","contig_9534"
"6770","contig_9535"
"6771","contig_9542"
"6772","contig_9547"
"6773","contig_9549"
"6774","contig_9553"
"6775","contig_9563"
"6776","contig_9565"
"6777","contig_9567"
"6778","contig_9568"
"6779","contig_9569"
"6780","contig_9570"
"6781","contig_9571"
"6782","contig_9572"
"6783","contig_9573"
"6784","contig_9578"
"6785","contig_958"
"6786","contig_9584"
"6787","contig_9587"
"6788","contig_9589"
"6789","contig_9590"
"6790","contig_9591"
"6791","contig_9594"
"6792","contig_9595"
"6793","contig_9596"
"6794","contig_9597"
"6795","contig_9600"
"6796","contig_9603"
"6797","contig_9608"
"6798","contig_9611"
"6799","contig_9612"
"6800","contig_9617"
"6801","contig_9618"
"6802","contig_9619"
"6803","contig_9620"
"6804","contig_9622"
"6805","contig_9629"
"6806","contig_9641"
"6807","contig_9645"
"6808","contig_9647"
"6809","contig_9648"
"6810","contig_9657"
"6811","contig_9665"
"6812","contig_9672"
"6813","contig_9677"
"6814","contig_9679"
"6815","contig_9680"
"6816","contig_9685"
"6817","contig_9686"
"6818","contig_9690"
"6819","contig_9694"
"6820","contig_9696"
"6821","contig_970"
"6822","contig_9702"
"6823","contig_9706"
"6824","contig_9707"
"6825","contig_9718"
"6826","contig_9720"
"6827","contig_9722"
"6828","contig_9723"
"6829","contig_9726"
"6830","contig_973"
"6831","contig_9738"
"6832","contig_9739"
"6833","contig_9745"
"6834","contig_9762"
"6835","contig_9765"
"6836","contig_9770"
"6837","contig_9775"
"6838","contig_9779"
"6839","contig_978"
"6840","contig_9780"
"6841","contig_9782"
"6842","contig_9783"
"6843","contig_9784"
"6844","contig_979"
"6845","contig_9797"
"6846","contig_9806"
"6847","contig_981"
"6848","contig_9813"
"6849","contig_9814"
"6850","contig_9815"
"6851","contig_9819"
"6852","contig_982"
"6853","contig_9822"
"6854","contig_9823"
"6855","contig_9830"
"6856","contig_9832"
"6857","contig_9833"
"6858","contig_9837"
"6859","contig_9846"
"6860","contig_9848"
"6861","contig_9853"
"6862","contig_9858"
"6863","contig_9859"
"6864","contig_9863"
"6865","contig_9877"
"6866","contig_9887"
"6867","contig_9888"
"6868","contig_9890"
"6869","contig_9894"
"6870","contig_9896"
"6871","contig_9898"
"6872","contig_9907"
"6873","contig_991"
"6874","contig_9914"
"6875","contig_9915"
"6876","contig_9919"
"6877","contig_9925"
"6878","contig_9927"
"6879","contig_9928"
"6880","contig_9929"
"6881","contig_9931"
"6882","contig_9932"
"6883","contig_9933"
"6884","contig_9935"
"6885","contig_9941"
"6886","contig_9942"
"6887","contig_9945"
"6888","contig_9947"
"6889","contig_9948"
"6890","contig_9957"
"6891","contig_9959"
"6892","contig_9960"
"6893","contig_9962"
"6894","contig_9966"
"6895","contig_9968"
"6896","contig_997"
"6897","contig_9971"
"6898","contig_9972"
"6899","contig_9973"
"6900","contig_9974"
"6901","contig_9975"
"6902","contig_9976"
"6903","contig_9979"
"6904","contig_9980"
"6905","contig_9981"
"6906","contig_9984"
"6907","contig_9985"
"6908","contig_9986"
"6909","contig_9992"
"6910","contig_9993"
"6911","contig_9994"
"6912","contig_9995"
"6913","contig_9997"
